order_id,pharmacy_id,warehouse_id,order_date,payment_term,payment_method,discount_applied,order_status
O00364,PH0087,W021,30/05/2024,Net30,Chuyển khoản,0.0,Returned
O00365,PH0087,W013,10-23-2025,Net60,Thẻ,0.15,Completed
O00366,PH0088,W016,04/06/2025,Net30,Chuyển khoản,0.0,Pending
O00367,PH0088,W004,2021-10-22,Net60,Chuyển khoản,0.0,Completed
O00368,PH0089,W019,2025-02-17,COD,Tiền mặt,0.15,Completed
O00369,PH0091,W006,18/01/2023,COD,Tiền mặt,0.0,Completed
O00370,PH0091,W008,2021-11-29,COD,Tiền mặt,0.1,Completed
O00371,PH0091,W016,2024-08-02,Net60,Chuyển khoản,0.0,Completed
O00372,PH0091,W009,2020-09-13,COD,Tiền mặt,0.0,Completed
O00373,PH0091,W006,2025-05-13,,Tiền mặt,,Completed
O00374,PH0093,W018,03-04-2025,Net30,Thẻ,0.15,Completed
O00375,PH0093,W017,2023-06-12,COD,,0.05,Completed
O00376,PH0093,W025,2025-02-04,COD,Tiền mặt,0.0,Completed
O00377,PH0095,W023,04/01/2024,COD,,0.0,Completed
O00378,PH0095,W017,29/03/2023,COD,Tiền mặt,0.0,Completed
O00379,PH0095,W006,2025-09-30,COD,Tiền mặt,0.0,Completed
O00380,PH0095,W019,2022-03-29,COD,Tiền mặt,0.05,Completed
O00381,PH0095,W024,2022-10-23,COD,Tiền mặt,0.0,
O00382,PH0095,W001,2022-01-29,COD,Tiền mặt,0.2,Completed
O00383,PH0095,W023,07-16-2021,COD,Tiền mặt,0.0,Completed
O00384,PH0097,W013,2023-10-21,COD,Tiền mặt,0.0,Cancelled
O00385,PH0097,W025,2025-06-04,Net60,Thẻ,0.1,Returned
O00386,PH0097,W013,2023-01-06,COD,Tiền mặt,0.2,Completed
O00387,PH0097,W011,2024-09-10,Net30,Thẻ,0.0,Completed
O00388,PH0098,W004,2023-08-19,COD,Tiền mặt,0.05,Completed
O00389,PH0098,W003,01/07/2024,Net60,Chuyển khoản,0.0,Pending
O00390,PH0098,W010,2025-06-17,Net30,Chuyển khoản,0.0,Completed
O00391,PH0098,W017,2022-08-25,COD,Tiền mặt,0.3,Completed
O00392,PH0099,W014,2023-04-13,COD,Tiền mặt,0.1,Completed
O00393,PH0100,W019,07-28-2024,COD,Tiền mặt,0.0,
O00394,PH0100,W002,2024-11-01,COD,Tiền mặt,0.0,Completed
O00395,PH0100,W021,2025-04-15,Net30,Thẻ,0.05,Completed
O00396,PH0100,W011,22/05/2023,Net30,Chuyển khoản,0.2,Completed
O00397,PH0100,W012,05/09/2024,Net30,Chuyển khoản,0.0,Completed
O00398,PH0100,W005,2021-06-08,COD,Tiền mặt,0.0,Completed
O00399,PH0100,W009,2022-11-30,COD,Tiền mặt,0.15,Completed
O00400,PH0101,W005,2022-06-24,COD,Tiền mặt,0.05,
O00401,PH0101,W015,2022-06-28,COD,Tiền mặt,0.0,Completed
O00402,PH0101,W025,2024-03-18,COD,Tiền mặt,0.1,
O00403,PH0101,W009,2025-11-15,Net60,Chuyển khoản,,Completed
O00404,PH0101,W013,09-23-2024,COD,Tiền mặt,0.0,Completed
O00405,PH0101,W003,02-17-2024,COD,Tiền mặt,0.0,Cancelled
O00406,PH0101,W007,01-17-2025,COD,Tiền mặt,0.0,Completed
O00407,PH0101,W004,2025-06-25,,Chuyển khoản,0.0,Completed
O00408,PH0101,W016,2025-03-02,Net30,Thẻ,0.0,Completed
O00409,PH0101,W023,2022-02-17,Net30,Chuyển khoản,0.0,Completed
O00410,PH0101,W003,2025-07-13,Net30,Chuyển khoản,0.0,Cancelled
O00411,PH0101,W012,29/08/2024,COD,Tiền mặt,0.05,Completed
O00412,PH0101,W021,2023-01-27,COD,Tiền mặt,0.05,Completed
O00413,PH0101,W025,22/09/2022,Net30,Thẻ,0.1,Completed
O00414,PH0102,W014,2024-07-28,Net30,Chuyển khoản,0.15,Completed
O00415,PH0104,W015,2022-12-18,,Chuyển khoản,0.1,Completed
O00416,PH0104,W020,2024-07-04,Net30,Chuyển khoản,0.05,
O00417,PH0105,W022,2024-08-15,COD,Tiền mặt,0.0,Pending
O00418,PH0106,W003,2025-04-15,COD,Tiền mặt,0.0,Completed
O00419,PH0106,W008,15/04/2025,COD,Tiền mặt,0.05,Completed
O00420,PH0106,W019,2025-10-24,Net60,Chuyển khoản,0.2,Completed
O00421,PH0106,W001,2025-06-06,COD,Tiền mặt,0.2,Completed
O00422,PH0106,W018,2025-11-25,Net30,Chuyển khoản,0.0,Completed
O00423,PH0107,W006,2025-02-24,Net30,Thẻ,0.05,Completed
O00424,PH0107,W012,2025-10-27,COD,Tiền mặt,0.1,Completed
O00425,PH0107,W006,2025-12-14,COD,Tiền mặt,0.1,Completed
O00426,PH0107,W011,2024-08-31,,Chuyển khoản,0.05,Completed
O00427,PH0108,W012,2025-08-14,Net30,Chuyển khoản,0.15,Completed
O00428,PH0108,W008,2025-12-26,Net30,Chuyển khoản,0.0,Cancelled
O00429,PH0108,W008,2025-12-26,Net60,Chuyển khoản,0.05,Completed
O00430,PH0108,W009,2025-10-14,COD,Tiền mặt,0.05,Completed
O00431,PH0109,W003,2022-12-24,COD,Tiền mặt,0.05,Completed
O00432,PH0109,W003,2024-01-25,Net30,Chuyển khoản,0.0,Pending
O00433,PH0110,W002,2025-12-16,Net30,Chuyển khoản,0.3,Completed
O00434,PH0110,W011,2024-12-21,COD,Tiền mặt,0.0,Completed
O00435,PH0110,W020,2025-02-07,Net60,Chuyển khoản,0.05,Completed
O00436,PH0111,W019,19/10/2024,Net30,Chuyển khoản,0.0,Completed
O00437,PH0111,W019,2025-06-25,COD,Tiền mặt,0.05,Completed
O00438,PH0111,W002,2024-01-10,Net30,Chuyển khoản,,Completed
O00439,PH0111,W023,2025-09-19,Net60,Chuyển khoản,0.0,Cancelled
O00440,PH0111,W015,2024-10-28,COD,Tiền mặt,0.1,Completed
O00441,PH0111,W005,2025-10-03,COD,Tiền mặt,0.0,Completed
O00442,PH0111,W018,2024-10-03,Net30,Chuyển khoản,,Completed
O00443,PH0111,W021,2025-03-16,Net60,Chuyển khoản,0.1,Completed
O00444,PH0111,W004,2023-12-12,Net30,Thẻ,0.05,Completed
O00445,PH0113,W004,04/11/2025,COD,Tiền mặt,0.0,Cancelled
O00446,PH0114,W006,2024-08-10,,Tiền mặt,0.0,Completed
O00447,PH0114,W003,2025-06-14,COD,Tiền mặt,0.1,Completed
O00448,PH0114,W020,2025-12-27,COD,Tiền mặt,0.05,Completed
O00449,PH0114,W009,06/04/2024,,Thẻ,0.3,Completed
O00450,PH0114,W001,2025-08-30,Net60,Chuyển khoản,0.0,Completed
O00451,PH0114,W019,2025-04-15,Net30,Chuyển khoản,0.1,Completed
O00452,PH0114,W020,01-17-2024,Net30,Chuyển khoản,0.05,Completed
O00453,PH0114,W019,16/07/2025,Net30,Chuyển khoản,0.0,Completed
O00454,PH0114,W021,29/06/2024,Net60,Chuyển khoản,0.05,Completed
O00455,PH0114,W025,2024-05-22,COD,Tiền mặt,0.15,Completed
O00456,PH0114,W011,2025-11-27,Net30,Chuyển khoản,0.2,Completed
O00457,PH0114,W002,02/12/2025,COD,Tiền mặt,0.0,Completed
O00458,PH0114,W010,2025-05-26,COD,Tiền mặt,,Pending
O00459,PH0114,W015,2025-06-05,COD,,0.0,
O00460,PH0114,W024,08-18-2024,Net60,Thẻ,0.15,Completed
O00461,PH0114,W004,2025-02-10,COD,Tiền mặt,0.0,Completed
O00462,PH0114,W020,2024-07-16,Net30,,0.0,Completed
O00463,PH0114,W003,01/12/2025,Net60,Chuyển khoản,0.1,Returned
O00464,PH0115,W013,2025-11-19,COD,Tiền mặt,0.1,Completed
O00465,PH0115,W023,2025-01-24,Net30,Chuyển khoản,0.05,Completed
O00466,PH0115,W011,2024-07-16,Net60,Chuyển khoản,0.05,Completed
O00467,PH0116,W015,2021-06-19,COD,Tiền mặt,0.0,
O00468,PH0116,W009,2024-07-23,COD,Tiền mặt,0.05,Completed
O00469,PH0116,W024,2023-09-11,COD,Tiền mặt,0.05,Completed
O00470,PH0116,W011,09-10-2022,Net30,Chuyển khoản,0.0,Cancelled
O00471,PH0116,W007,2025-08-09,COD,Tiền mặt,0.0,Completed
O00472,PH0116,W013,12/03/2022,COD,Tiền mặt,0.05,Completed
O00473,PH0116,W020,2021-05-07,COD,Tiền mặt,0.1,Completed
O00474,PH0116,W015,2023-12-14,Net30,Thẻ,0.1,Completed
O00475,PH0116,W013,05-30-2022,COD,Tiền mặt,0.0,Cancelled
O00476,PH0116,W024,2022-05-28,Net30,Bitcoin,0.15,Completed
O00477,PH0116,W015,2025-02-28,Net60,,0.05,Completed
O00478,PH0116,W005,02-28-2021,COD,Tiền mặt,0.05,Completed
O00479,PH0116,W003,2022-02-16,COD,Tiền mặt,0.0,Pending
O00480,PH0116,W007,05-25-2021,COD,Tiền mặt,,Cancelled
O00481,PH0116,W003,2024-10-14,COD,Tiền mặt,0.0,Cancelled
O00482,PH0116,W017,2025-05-12,COD,Tiền mặt,0.15,Completed
O00483,PH0117,W025,2025-10-15,,Tiền mặt,0.0,Completed
O00484,PH0117,W016,2025-03-04,Net60,Chuyển khoản,0.0,Completed
O00485,PH0117,W012,2025-04-21,Net30,,0.2,Completed
O00486,PH0117,W010,28/05/2025,,Tiền mặt,0.05,Completed
O00487,PH0117,W011,2025-05-15,COD,Tiền mặt,0.0,Cancelled
O00488,PH0117,W017,2025-10-19,COD,Tiền mặt,0.15,Completed
O00489,PH0117,W009,2025-03-16,Net30,Chuyển khoản,0.05,Completed
O00490,PH0117,W001,2025-12-12,COD,Tiền mặt,0.0,Returned
O00491,PH0117,W023,2025-06-20,Net30,Chuyển khoản,0.0,Returned
O00492,PH0117,W013,07-14-2025,Net30,Chuyển khoản,0.1,Completed
O00493,PH0118,W016,2024-01-17,Net30,Chuyển khoản,0.0,Completed
O00494,PH0118,W010,2023-12-24,Net60,Thẻ,0.1,Completed
O00495,PH0118,W016,2021-05-25,Net60,Chuyển khoản,0.05,Completed
O00496,PH0118,W003,2024-07-07,Net60,Chuyển khoản,0.0,Completed
O00497,PH0118,W010,2025-03-01,Net60,Bitcoin,0.0,Pending
O00498,PH0120,W009,2025-10-20,COD,Tiền mặt,0.0,Completed
O00499,PH0120,W003,28/09/2022,Net30,Chuyển khoản,0.0,
O00500,PH0120,W006,2022-07-05,COD,Tiền mặt,0.05,Completed
O00501,PH0120,W020,2023-05-03,Net60,Chuyển khoản,0.2,Completed
O00502,PH0120,W003,10-25-2023,COD,Tiền mặt,0.05,Completed
O00503,PH0120,W014,2022-10-03,Net30,Thẻ,0.15,Completed
O00504,PH0121,W015,2024-04-08,Net30,Chuyển khoản,0.15,Completed
O00505,PH0121,W001,2024-03-19,Net60,Chuyển khoản,0.0,Completed
O00506,PH0121,W009,2025-03-13,Net60,Chuyển khoản,0.0,Completed
O00507,PH0122,W024,2021-12-21,Net60,Chuyển khoản,0.0,Completed
O00508,PH0122,W004,2025-05-28,Net60,Bitcoin,0.0,Completed
O00509,PH0122,W011,2023-02-22,COD,Tiền mặt,0.0,Pending
O00510,PH0123,W015,2025-11-15,,Chuyển khoản,0.0,Completed
O00511,PH0123,W003,2025-08-24,Net30,Chuyển khoản,0.1,Completed
O00512,PH0123,W007,08-06-2025,COD,Tiền mặt,0.1,Completed
O00513,PH0123,W020,2025-06-11,COD,Tiền mặt,0.1,Completed
O00514,PH0124,W020,2025-03-04,COD,Tiền mặt,0.05,Completed
O00515,PH0124,W011,01-19-2025,COD,Tiền mặt,0.0,Completed
O00516,PH0125,W007,23/12/2025,COD,Tiền mặt,0.0,Completed
O00517,PH0125,W003,2025-05-22,COD,Tiền mặt,0.0,Completed
O00518,PH0125,W008,2025-03-30,COD,Tiền mặt,0.0,Cancelled
O00519,PH0125,W013,2024-07-16,Net60,Chuyển khoản,0.05,Completed
O00520,PH0125,W007,2025-02-12,COD,Tiền mặt,0.1,Completed
O00521,PH0126,W001,2025-06-23,Net30,Chuyển khoản,0.05,Completed
O00522,PH0126,W014,05-21-2025,COD,Tiền mặt,0.1,Completed
O00523,PH0126,W024,07-23-2025,Net60,,0.0,Cancelled
O00524,PH0126,W013,02-08-2025,Net30,Chuyển khoản,0.0,Cancelled
O00525,PH0126,W009,2025-12-06,COD,,0.1,Completed
O00526,PH0126,W021,2025-01-01,Net60,Chuyển khoản,0.0,Completed
O00527,PH0126,W016,2025-09-30,COD,Tiền mặt,0.05,Completed
O00528,PH0126,W021,2025-12-18,Net60,Chuyển khoản,0.1,Completed
O00529,PH0126,W005,2025-04-15,COD,Tiền mặt,0.2,Completed
O00530,PH0126,W011,2025-10-26,,Tiền mặt,0.05,Completed
O00531,PH0126,W013,2025-05-23,COD,Tiền mặt,0.0,Completed
O00532,PH0126,W003,2025-05-02,Net30,Chuyển khoản,0.2,Completed
O00533,PH0126,W025,2025-07-31,COD,Tiền mặt,0.05,Returned
O00534,PH0126,W003,09-30-2025,COD,Tiền mặt,0.2,Completed
O00535,PH0126,W024,2025-02-19,Net60,Chuyển khoản,0.05,Completed
O00536,PH0127,W004,2025-12-18,Net60,Chuyển khoản,0.05,Completed
O00537,PH0127,W016,2021-11-10,COD,Tiền mặt,0.0,Completed
O00538,PH0127,W022,2020-02-24,Net30,Thẻ,0.05,Completed
O00539,PH0127,W002,2023-12-06,COD,Tiền mặt,0.05,Completed
O00540,PH0127,W005,2025-10-01,Net60,Chuyển khoản,0.0,Completed
O00541,PH0127,W017,2021-01-31,COD,Tiền mặt,0.0,Completed
O00542,PH0128,W006,2022-08-27,Net30,Chuyển khoản,,Completed
O00543,PH0130,W009,2025-02-22,Net30,Chuyển khoản,0.05,Completed
O00544,PH0130,W022,17/12/2024,COD,Tiền mặt,0.15,Completed
O00545,PH0130,W024,2021-05-16,Net30,Chuyển khoản,0.0,Completed
O00546,PH0130,W007,2025-08-05,COD,Tiền mặt,,Cancelled
O00547,PH0130,W013,2023-02-25,Net60,Chuyển khoản,0.0,Cancelled
O00548,PH0130,W021,29/08/2024,Net30,Bitcoin,0.0,Completed
O00549,PH0130,W018,2021-10-14,Net30,Chuyển khoản,0.05,Completed
O00550,PH0130,W003,01-17-2022,COD,,0.05,Completed
O00551,PH0130,W011,2025-03-16,COD,Tiền mặt,0.0,Pending
O00552,PH0130,W011,2023-06-04,Net30,Chuyển khoản,0.15,Completed
O00553,PH0130,W019,2023-12-09,Net30,,0.0,Completed
O00554,PH0130,W010,2023-11-04,Net30,Chuyển khoản,0.15,Completed
O00555,PH0130,W006,2025-08-30,Net30,Chuyển khoản,0.15,Completed
O00556,PH0130,W004,2025-01-23,Net30,Chuyển khoản,0.05,Completed
O00557,PH0130,W022,2022-02-09,COD,Tiền mặt,0.05,Completed
O00558,PH0131,W001,2024-04-19,Net30,Thẻ,0.15,Completed
O00559,PH0131,W017,2025-04-30,COD,Tiền mặt,0.0,Completed
O00560,PH0131,W002,2024-10-24,COD,Tiền mặt,0.15,Completed
O00561,PH0131,W005,2023-07-27,Net30,Chuyển khoản,0.3,Completed
O00562,PH0132,W001,12/05/2024,Net30,Chuyển khoản,0.0,Completed
O00563,PH0132,W007,2024-06-20,Net30,Chuyển khoản,0.0,Completed
O00564,PH0133,W014,2025-01-17,COD,,0.15,Completed
O00565,PH0133,W018,08/09/2025,Net60,Chuyển khoản,0.1,
O00566,PH0133,W022,2025-07-31,Net60,Chuyển khoản,0.1,Completed
O00567,PH0133,W024,29/09/2023,COD,Tiền mặt,0.0,Completed
O00568,PH0134,W010,2025-05-27,Net30,Thẻ,0.0,Completed
O00569,PH0134,W023,2024-03-29,Net60,Chuyển khoản,0.2,Completed
O00570,PH0134,W012,2024-08-02,,Chuyển khoản,0.2,Completed
O00571,PH0135,W009,06/11/2025,COD,Tiền mặt,0.15,Completed
O00572,PH0135,W021,2025-03-06,Net30,Chuyển khoản,,Completed
O00573,PH0135,W017,2025-05-16,COD,Tiền mặt,0.05,Completed
O00574,PH0135,W005,2024-04-09,COD,Tiền mặt,0.0,Completed
O00575,PH0135,W004,2025-04-11,Net30,Chuyển khoản,0.0,Completed
O00576,PH0135,W010,2025-04-02,COD,Tiền mặt,0.0,Completed
O00577,PH0136,W025,2025-02-09,Net30,Chuyển khoản,0.3,Completed
O00578,PH0137,W013,2025-04-01,Net30,,0.05,Completed
O00579,PH0137,W014,2024-04-03,Net60,Chuyển khoản,0.0,Completed
O00580,PH0137,W012,2023-10-28,Net30,Chuyển khoản,0.2,Completed
O00581,PH0137,W014,20/07/2024,COD,Tiền mặt,0.0,Pending
O00582,PH0137,W021,07-16-2025,COD,Tiền mặt,0.0,Pending
O00583,PH0137,W006,2025-04-07,COD,Tiền mặt,0.0,Completed
O00584,PH0137,W012,20/07/2024,COD,Tiền mặt,0.0,Cancelled
O00585,PH0137,W021,2024-09-06,Net30,Chuyển khoản,0.0,Completed
O00586,PH0137,W006,2024-03-14,Net30,Thẻ,0.05,Completed
O00587,PH0137,W022,2024-08-21,COD,Tiền mặt,0.1,Completed
O00588,PH0137,W017,24/06/2024,Net30,Chuyển khoản,0.05,Completed
O00589,PH0137,W013,2023-08-12,COD,Tiền mặt,0.15,Completed
O00590,PH0137,W024,2023-10-18,COD,Tiền mặt,,Completed
O00591,PH0137,W003,2023-07-18,COD,,0.15,Completed
O00592,PH0137,W013,2025-10-02,COD,Tiền mặt,0.15,Completed
O00593,PH0138,W016,2025-11-27,COD,Tiền mặt,0.15,Returned
O00594,PH0138,W010,2025-01-27,COD,Tiền mặt,0.05,Completed
O00595,PH0139,W017,2025-11-09,COD,Tiền mặt,0.0,Pending
O00596,PH0139,W006,2022-06-06,COD,Tiền mặt,0.0,Completed
O00597,PH0139,W020,2022-03-09,COD,Tiền mặt,0.2,Completed
O00598,PH0140,W013,2023-08-25,Net30,Thẻ,0.0,Completed
O00599,PH0140,W023,2024-02-12,Net30,Thẻ,0.1,Completed
O00600,PH0140,W021,2024-10-17,COD,,0.2,Completed
O00601,PH0140,W004,2020-12-18,Net30,Thẻ,0.1,Completed
O00602,PH0140,W002,2025-03-01,COD,Tiền mặt,0.0,Completed
O00603,PH0140,W014,2023-06-30,COD,,0.1,Completed
O00604,PH0140,W005,2021-05-13,Net60,Chuyển khoản,0.2,Completed
O00605,PH0140,W022,10/03/2021,COD,Tiền mặt,0.2,Completed
O00606,PH0140,W002,2023-11-11,COD,Tiền mặt,0.0,Cancelled
O00607,PH0141,W007,13/11/2025,Net30,Chuyển khoản,0.2,Completed
O00608,PH0141,W025,14/08/2025,COD,Tiền mặt,0.0,Completed
O00609,PH0141,W021,2023-09-23,Net30,Chuyển khoản,0.05,Completed
O00610,PH0141,W014,10-03-2023,Net30,Thẻ,0.0,Completed
O00611,PH0141,W001,2023-10-10,COD,Tiền mặt,0.05,Completed
O00612,PH0141,W008,2025-09-22,Net60,Chuyển khoản,0.1,Completed
O00613,PH0142,W016,2025-03-28,COD,Tiền mặt,0.0,Completed
O00614,PH0142,W005,2025-11-06,COD,Tiền mặt,0.1,Completed
O00615,PH0142,W006,2024-09-02,Net30,Chuyển khoản,0.05,Completed
O00616,PH0143,W019,2023-05-10,,Tiền mặt,0.1,Completed
O00617,PH0143,W008,2025-08-16,Net30,Chuyển khoản,0.1,Completed
O00618,PH0144,W012,2025-02-28,COD,Tiền mặt,0.1,Completed
O00619,PH0144,W009,2025-01-17,Net30,Chuyển khoản,0.2,Completed
O00620,PH0144,W025,2024-01-15,Net30,Chuyển khoản,0.0,Completed
O00621,PH0144,W011,2024-02-17,Net60,Thẻ,0.1,
O00622,PH0144,W009,2025-01-24,Net60,Chuyển khoản,0.0,Cancelled
O00623,PH0144,W019,16/06/2025,Net30,Chuyển khoản,0.05,Completed
O00624,PH0144,W008,2024-06-04,Net60,Chuyển khoản,,Completed
O00625,PH0145,W005,2025-08-11,Net30,Chuyển khoản,0.2,Completed
O00626,PH0146,W005,25/10/2025,Net30,Thẻ,0.0,Completed
O00627,PH0147,W005,2024-11-30,COD,Tiền mặt,0.0,Pending
O00628,PH0147,W018,2022-01-18,COD,Tiền mặt,0.2,Completed
O00629,PH0147,W017,2022-04-03,Net30,Chuyển khoản,0.0,
O00630,PH0147,W023,05/08/2021,Net60,Chuyển khoản,0.0,Pending
O00631,PH0147,W020,2021-04-28,COD,Tiền mặt,,Pending
O00632,PH0147,W016,2024-01-27,COD,Tiền mặt,0.0,Completed
O00633,PH0147,W008,2024-02-20,COD,Tiền mặt,,Returned
O00634,PH0147,W015,2023-06-05,COD,,0.1,Completed
O00635,PH0147,W004,2022-06-14,Net30,Thẻ,0.0,Completed
O00636,PH0147,W001,2023-12-11,Net30,Chuyển khoản,0.0,Completed
O00637,PH0147,W011,2024-03-27,COD,Tiền mặt,,
O00638,PH0147,W005,2022-11-17,COD,Tiền mặt,0.0,Completed
O00639,PH0148,W018,2024-06-06,COD,Tiền mặt,0.0,Completed
O00640,PH0148,W010,2025-12-13,COD,Tiền mặt,0.2,Completed
O00641,PH0148,W024,2025-06-22,Net30,Thẻ,0.1,Completed
O00642,PH0148,W023,2024-01-12,,Chuyển khoản,0.0,Completed
O00643,PH0148,W019,18/12/2023,Net30,Thẻ,0.05,Completed
O00644,PH0148,W014,2025-08-11,COD,Tiền mặt,0.15,Completed
O00645,PH0149,W013,23/10/2021,Net30,Chuyển khoản,0.0,Cancelled
O00646,PH0149,W006,2022-11-29,COD,Tiền mặt,,Completed
O00647,PH0149,W012,03-20-2022,COD,Tiền mặt,0.1,Returned
O00648,PH0149,W010,2024-08-13,COD,Tiền mặt,0.1,Completed
O00649,PH0149,W021,2023-04-22,Net60,Thẻ,0.15,Completed
O00650,PH0149,W023,2023-09-07,Net30,Chuyển khoản,0.0,Pending
O00651,PH0150,W013,24/05/2025,COD,Tiền mặt,0.05,Completed
O00652,PH0150,W025,12-13-2021,Net30,Thẻ,0.15,Completed
O00653,PH0150,W002,2024-11-13,Net30,Chuyển khoản,0.0,Completed
O00654,PH0151,W008,2024-01-22,Net30,Chuyển khoản,0.15,Completed
O00655,PH0151,W023,2025-10-06,Net60,Chuyển khoản,0.05,Completed
O00656,PH0151,W021,2024-02-24,Net60,Thẻ,0.0,Completed
O00657,PH0152,W009,02-15-2025,COD,Tiền mặt,0.0,Completed
O00658,PH0152,W015,2024-02-10,COD,Tiền mặt,0.1,Completed
O00659,PH0152,W002,2023-04-17,COD,Tiền mặt,0.1,
O00660,PH0152,W004,2022-07-27,COD,Tiền mặt,0.0,Pending
O00661,PH0152,W025,2023-08-05,Net30,Chuyển khoản,0.0,Completed
O00662,PH0154,W022,2025-12-18,COD,,0.2,Completed
O00663,PH0156,W017,11-28-2023,Net30,Chuyển khoản,0.15,
O00664,PH0156,W016,2025-03-11,COD,Tiền mặt,0.0,Completed
O00665,PH0156,W011,2025-05-27,COD,Tiền mặt,0.1,Completed
O00666,PH0156,W022,27/02/2025,COD,Tiền mặt,0.0,Cancelled
O00667,PH0157,W018,2021-09-09,Net30,Chuyển khoản,0.1,Completed
O00668,PH0157,W020,2022-05-28,COD,Tiền mặt,0.2,Completed
O00669,PH0158,W016,18/11/2023,COD,Tiền mặt,0.1,Completed
O00670,PH0158,W001,2025-07-16,COD,Tiền mặt,0.15,Completed
O00671,PH0158,W008,2025-02-17,Net30,Chuyển khoản,0.1,Completed
O00672,PH0158,W013,2024-12-01,COD,Tiền mặt,0.0,Pending
O00673,PH0158,W015,2023-12-30,Net30,Chuyển khoản,0.05,Completed
O00674,PH0158,W005,2023-05-06,Net30,Chuyển khoản,0.0,Completed
O00675,PH0159,W017,2025-05-25,Net30,Chuyển khoản,0.0,Completed
O00676,PH0159,W020,2023-03-14,Net30,Chuyển khoản,0.05,Completed
O00677,PH0159,W015,2025-02-11,Net60,Chuyển khoản,0.0,Pending
O00678,PH0159,W025,2023-07-01,COD,Tiền mặt,0.05,Completed
O00679,PH0159,W011,2025-10-18,COD,Tiền mặt,0.0,Pending
O00680,PH0159,W005,2025-09-19,COD,Tiền mặt,,Cancelled
O00681,PH0159,W021,13/04/2025,COD,Tiền mặt,0.0,Completed
O00682,PH0159,W016,2024-10-27,Net30,Thẻ,0.0,Completed
O00683,PH0159,W018,06/11/2022,COD,Tiền mặt,0.0,Pending
O00684,PH0159,W006,2025-04-28,COD,Tiền mặt,0.0,Completed
O00685,PH0159,W011,2024-09-06,,Chuyển khoản,0.0,Completed
O00686,PH0160,W023,25/05/2023,COD,Tiền mặt,0.0,Completed
O00687,PH0160,W018,2024-04-04,Net30,Chuyển khoản,0.0,Completed
O00688,PH0161,W023,2024-12-27,COD,Tiền mặt,0.3,Completed
O00689,PH0162,W008,2025-08-06,Net30,Chuyển khoản,0.0,Completed
O00690,PH0162,W012,2025-05-28,COD,Tiền mặt,0.0,Cancelled
O00691,PH0162,W007,2024-02-29,Net30,Chuyển khoản,0.0,Completed
O00692,PH0162,W008,12-31-2024,COD,Tiền mặt,0.0,Completed
O00693,PH0162,W024,2025-03-23,Net60,Bitcoin,0.15,Completed
O00694,PH0162,W010,2024-11-17,Net30,Chuyển khoản,0.15,Completed
O00695,PH0163,W016,12/06/2024,Net30,Chuyển khoản,0.15,Returned
O00696,PH0163,W017,2024-09-28,COD,Tiền mặt,0.05,Completed
O00697,PH0164,W024,2024-01-13,Net60,Chuyển khoản,0.3,Completed
O00698,PH0165,W012,2025-03-24,Net30,Chuyển khoản,0.05,Returned
O00699,PH0165,W008,2023-06-03,COD,Tiền mặt,0.2,Completed
O00700,PH0165,W020,2023-09-14,COD,Tiền mặt,0.05,Completed
O00701,PH0165,W001,08/11/2024,COD,Tiền mặt,0.0,Completed
O00702,PH0165,W005,2023-07-08,,Chuyển khoản,0.0,Pending
O00703,PH0166,W004,2025-10-24,COD,Tiền mặt,0.0,Completed
O00704,PH0167,W009,03-28-2025,COD,Tiền mặt,0.1,Completed
O00705,PH0167,W003,2025-06-25,COD,Tiền mặt,0.2,Completed
O00706,PH0167,W018,2025-10-26,COD,Tiền mặt,0.0,Pending
O00707,PH0167,W014,2024-10-16,COD,Tiền mặt,0.15,Completed
O00708,PH0167,W017,2025-03-03,Net30,Chuyển khoản,0.0,Completed
O00709,PH0168,W002,01/11/2025,Net30,Chuyển khoản,0.0,Completed
O00710,PH0168,W018,2025-05-10,COD,Tiền mặt,,Completed
O00711,PH0169,W025,2025-12-30,COD,Tiền mặt,0.1,Completed
O00712,PH0169,W003,2024-10-12,COD,Tiền mặt,0.0,Pending
O00713,PH0169,W015,2025-06-21,COD,Tiền mặt,0.0,Completed
O00714,PH0169,W004,2025-11-30,COD,Tiền mặt,0.15,Completed
O00715,PH0169,W004,2024-10-31,COD,Tiền mặt,0.05,Completed
O00716,PH0170,W017,2024-10-17,Net30,Thẻ,0.05,Completed
O00717,PH0170,W022,2024-03-05,COD,Tiền mặt,,Completed
O00718,PH0171,W015,2023-04-18,Net30,Chuyển khoản,0.05,Completed
O00719,PH0172,W010,2023-06-23,COD,Tiền mặt,0.1,Returned
O00720,PH0172,W023,02-20-2023,Net30,Chuyển khoản,0.0,Pending
O00721,PH0172,W017,2025-03-09,COD,Tiền mặt,0.3,Completed
O00722,PH0172,W015,2025-10-24,Net30,Chuyển khoản,0.0,Pending
O00723,PH0174,W009,2023-08-24,Net30,Chuyển khoản,0.2,Completed
O00724,PH0174,W025,2024-05-17,Net60,Chuyển khoản,0.05,Completed
O00725,PH0175,W014,2024-08-27,COD,Tiền mặt,0.0,Pending
O00726,PH0175,W025,2023-01-09,COD,Tiền mặt,0.0,Completed
O00727,PH0176,W007,2025-08-08,Net30,Thẻ,0.0,Completed
