engagement_id,pharmacy_id,contact_date,channel,engagement_type,is_responded,is_ordered,offer_value
E01482,PH0396,2022-07-02,Sales rep,Nhắc đặt lại,1,1,0.0
E01483,PH0111,2024-12-20,Sales rep,Hàng mới,0,0,
E01484,PH0391,04-01-2025,Call,,0,0,115000.0
E01485,PH0214,2023-11-01,Sales rep,Nhắc đặt lại,1,0,0.0
E01486,PH0662,12-26-2025,Sales rep,Thăm trình dược,0,0,981000.0
E01487,PH0428,03/03/2025,Zalo,Khuyến mãi,0,0,1541000.0
E01488,PH0745,30/10/2022,Zalo,Khuyến mãi,1,1,1541000.0
E01489,PH0012,09/07/2025,Zalo,Hàng mới,0,0,522000.0
E01490,PH0122,2022-02-14,Email,Nhắc đặt lại,1,1,0.0
E01491,PH0400,2024-06-01,Zalo,Nhắc đặt lại,1,0,709000.0
E01492,PH0578,2025-07-16,Sales rep,Nhắc đặt lại,1,1,1400000.0
E01493,PH0504,2022-11-27,Zalo,Thăm trình dược,1,1,1169000.0
E01494,PH0381,2025-10-13,Email,Nhắc đặt lại,1,0,0.0
E01495,PH0523,2021-09-17,Sales rep,Hàng mới,0,0,1418000.0
E01496,PH0282,10/08/2025,Email,Thăm trình dược,1,0,249000.0
E01497,PH0780,2025-12-04,Sales rep,Thăm trình dược,1,0,0.0
E01498,PH0609,2023-02-22,,Nhắc đặt lại,0,0,1195000.0
E01499,PH0787,2025-03-14,Call,Thăm trình dược,0,0,0.0
E01500,PH0328,2024-06-16,Sales rep,Nhắc đặt lại,0,0,1797000.0
E01501,PH0576,2024-08-16,Pigeon,Khuyến mãi,0,0,0.0
E01502,PH0728,02-16-2025,Call,Khuyến mãi,0,0,0.0
E01503,PH0712,2025-11-04,Zalo,Nhắc đặt lại,1,1,0.0
E01504,PH0376,2025-11-16,Call,Hàng mới,0,0,284000.0
E01505,PH0044,2024-04-04,Call,Khuyến mãi,0,0,1258000.0
E01506,PH0097,27/07/2024,Sales rep,Khuyến mãi,1,0,1063000.0
E01507,PH0556,2025-12-17,Pigeon,Thăm trình dược,0,0,0.0
E01508,PH0170,2025-01-24,Zalo,Thăm trình dược,0,0,443000.0
E01509,PH0728,02/05/2024,Sales rep,,1,1,1759000.0
E01510,PH0081,04-28-2025,Zalo,Nhắc đặt lại,0,0,0.0
E01511,PH0422,2024-12-26,Zalo,Hàng mới,1,1,1674000.0
E01512,PH0673,2024-03-22,Pigeon,Thăm trình dược,0,0,1608000.0
E01513,PH0707,2022-03-26,Sales rep,Nhắc đặt lại,Yes,0,
E01514,PH0014,2023-09-02,Sales rep,Khuyến mãi,0,0,0.0
E01515,PH0088,2023-01-30,Call,Thăm trình dược,0,0,
E01516,PH0720,2025-05-20,Zalo,Khuyến mãi,0,0,645000.0
E01517,PH0644,08/08/2023,Email,Hàng mới,1,1,0.0
E01518,PH0259,2024-07-27,Email,,1,1,989000.0
E01519,PH0236,2024-10-08,Sales rep,Nhắc đặt lại,1,0,0.0
E01520,PH0781,2025-05-28,Sales rep,Nhắc đặt lại,1,0,0.0
E01521,PH0498,10-24-2025,Email,Thăm trình dược,1,1,936000.0
E01522,PH0377,02-02-2025,Sales rep,Nhắc đặt lại,0,0,0.0
E01523,PH0213,2025-05-22,Call,Thăm trình dược,1,0,1054000.0
E01524,PH0275,2025-10-13,Zalo,,1,1,0.0
E01525,PH0446,06-23-2025,Sales rep,Hàng mới,1,1,0.0
E01526,PH0429,2023-02-07,Zalo,Thăm trình dược,0,0,1489000.0
E01527,PH0436,2024-08-10,Sales rep,Hàng mới,1,0,0.0
E01528,PH0563,2023-04-30,Zalo,Nhắc đặt lại,1,1,0.0
E01529,PH0203,2023-02-06,Pigeon,Hàng mới,1,1,0.0
E01530,PH0542,2023-08-25,Sales rep,Thăm trình dược,0,0,0.0
E01531,PH0427,2023-10-14,Email,Khuyến mãi,1,1,0.0
E01532,PH0330,06-06-2022,Email,Nhắc đặt lại,1,0,0.0
E01533,PH0531,2025-07-19,Sales rep,Nhắc đặt lại,0,0,0.0
E01534,PH0166,2021-01-27,Email,Nhắc đặt lại,1,0,0.0
E01535,PH0246,2025-01-10,Call,Khuyến mãi,1,0,1877000.0
E01536,PH0101,2024-11-14,Email,Khuyến mãi,0,0,1385000.0
E01537,PH0497,2025-12-02,Sales rep,Nhắc đặt lại,1,1,232000.0
E01538,PH0503,17/10/2024,,Hàng mới,0,0,373000.0
E01539,PH0235,2022-09-26,Email,Thăm trình dược,1,1,1573000.0
E01540,PH0551,2025-07-26,Sales rep,,1,0,907000.0
E01541,PH0794,31/05/2025,Sales rep,Thăm trình dược,0,0,0.0
E01542,PH0105,2024-07-22,Call,Khuyến mãi,0,0,1256000.0
E01543,PH0038,2025-01-04,Zalo,Khuyến mãi,1,0,0.0
E01544,PH0253,2023-12-25,Email,Hàng mới,1,0,0.0
E01545,PH0371,2021-10-18,Call,Hàng mới,0,0,
E01546,PH0130,2025-09-06,Sales rep,Hàng mới,TRUE,0,0.0
E01547,PH0091,2025-03-03,Call,Hàng mới,1,0,1236000.0
E01548,PH0144,2023-08-26,Email,Nhắc đặt lại,0,0,0.0
E01549,PH0439,2025-12-02,Email,,0,0,1728000.0
E01550,PH0631,2025-11-30,Sales rep,Thăm trình dược,1,1,1334000.0
E01551,PH0066,2023-05-17,Call,Khuyến mãi,1,0,1292000.0
E01552,PH0500,10/12/2024,Sales rep,Nhắc đặt lại,0,1,1835000.0
E01553,PH0108,14/08/2025,Zalo,Khuyến mãi,0,0,1379000.0
E01554,PH0511,2025-04-22,Call,Nhắc đặt lại,1,0,0.0
E01555,PH0396,17/06/2024,Zalo,Nhắc đặt lại,1,0,0.0
E01556,PH0508,2023-09-05,Email,Thăm trình dược,0,0,0.0
E01557,PH0246,2024-01-02,Call,Khuyến mãi,0,0,
E01558,PH0149,2024-05-17,Zalo,Nhắc đặt lại,1,0,0.0
E01559,PH0272,2021-09-22,Call,Nhắc đặt lại,0,0,1864000.0
E01560,PH0007,2023-04-18,Zalo,Khuyến mãi,1,0,
E01561,PH0765,2024-12-11,Call,Nhắc đặt lại,0,0,676000.0
E01562,PH0443,2025-10-28,Sales rep,Khuyến mãi,0,0,1119000.0
E01563,PH0531,2025-03-13,,Khuyến mãi,1,0,0.0
E01564,PH0372,2025-07-06,Email,Thăm trình dược,1,1,0.0
E01565,PH0260,2023-06-09,Sales rep,Thăm trình dược,0,0,0.0
E01566,PH0171,26/10/2023,Zalo,Thăm trình dược,1,0,58000.0
E01567,PH0326,2024-06-18,Email,Nhắc đặt lại,1,1,1271000.0
E01568,PH0425,2024-07-17,Call,Hàng mới,1,0,0.0
E01569,PH0212,2024-04-10,Zalo,Khuyến mãi,0,0,0.0
E01570,PH0431,2023-12-10,,Thăm trình dược,1,0,468000.0
E01571,PH0169,2023-10-19,Sales rep,Nhắc đặt lại,0,0,1606000.0
E01572,PH0446,2024-09-08,Email,Thăm trình dược,0,0,955000.0
E01573,PH0619,2024-08-04,Zalo,Hàng mới,1,0,0.0
E01574,PH0033,2025-03-23,Zalo,Thăm trình dược,0,0,523000.0
E01575,PH0311,2025-01-28,Zalo,Nhắc đặt lại,0,0,0.0
E01576,PH0035,2025-03-24,Email,Hàng mới,0,0,0.0
E01577,PH0523,2022-08-11,Zalo,Nhắc đặt lại,0,0,0.0
E01578,PH0336,2025-01-07,Zalo,Hàng mới,1,1,0.0
E01579,PH0741,2025-07-19,Call,Thăm trình dược,0,0,932000.0
E01580,PH0318,2025-08-30,Zalo,Hàng mới,1,0,704000.0
E01581,PH0319,2025-01-06,Zalo,Hàng mới,0,0,0.0
E01582,PH0599,2025-07-26,Call,Thăm trình dược,0,0,962000.0
E01583,PH0326,10-02-2025,Sales rep,Khuyến mãi,0,0,0.0
E01584,PH0080,2025-12-20,Sales rep,Khuyến mãi,1,0,1601000.0
E01585,PH0673,04-21-2022,Call,Hàng mới,1,0,1530000.0
E01586,PH0452,2025-01-04,Email,Nhắc đặt lại,1,0,381000.0
E01587,PH0336,2025-06-11,Sales rep,Thăm trình dược,1,1,889000.0
E01588,PH0791,2025-08-13,Call,Hàng mới,1,1,1795000.0
E01589,PH0244,2023-08-17,Sales rep,Khuyến mãi,1,1,1822000.0
E01590,PH0104,2022-09-20,Call,,1,0,
E01591,PH0078,2025-12-04,Zalo,Thăm trình dược,TRUE,0,1274000.0
E01592,PH0181,2023-02-26,Email,Hàng mới,1,0,0.0
E01593,PH0765,2024-06-22,Call,Thăm trình dược,0,0,691000.0
E01594,PH0414,02/04/2023,Zalo,Hàng mới,1,1,0.0
E01595,PH0098,2025-04-03,Zalo,Hàng mới,1,1,0.0
E01596,PH0671,2025-01-31,Call,,1,1,0.0
E01597,PH0198,2024-04-07,Email,Nhắc đặt lại,1,0,
E01598,PH0463,09-11-2025,Call,Khuyến mãi,1,0,0.0
E01599,PH0565,2025-10-20,Call,Thăm trình dược,0,0,448000.0
E01600,PH0327,2025-06-14,,Thăm trình dược,0,0,1214000.0
E01601,PH0780,2025-03-24,Call,Khuyến mãi,0,0,400000.0
E01602,PH0614,2025-09-04,Email,Khuyến mãi,1,1,0.0
E01603,PH0085,2025-12-17,Email,Nhắc đặt lại,0,0,
E01604,PH0661,2025-05-05,Call,Nhắc đặt lại,0,0,478000.0
E01605,PH0324,05-02-2023,Sales rep,Hàng mới,1,0,0.0
E01606,PH0424,2023-05-05,Email,Khuyến mãi,1,1,0.0
E01607,PH0184,04-18-2024,Call,Hàng mới,0,0,765000.0
E01608,PH0371,2022-06-23,Sales rep,Hàng mới,0,0,0.0
E01609,PH0619,2023-08-26,Call,Nhắc đặt lại,1,0,1791000.0
E01610,PH0151,2025-12-15,Sales rep,Thăm trình dược,1,1,255000.0
E01611,PH0316,30/11/2025,Call,Khuyến mãi,1,1,0.0
E01612,PH0746,2023-11-26,Call,Hàng mới,0,0,1837000.0
E01613,PH0389,2022-11-06,Sales rep,Hàng mới,1,0,41000.0
E01614,PH0417,2025-07-22,Call,Nhắc đặt lại,0,0,0.0
E01615,PH0659,11-28-2024,Call,Khuyến mãi,0,1,
E01616,PH0581,2025-12-29,Sales rep,,1,0,6000.0
E01617,PH0429,2021-09-02,Zalo,Hàng mới,1,1,128000.0
E01618,PH0472,17/12/2023,Sales rep,Thăm trình dược,0,0,1189000.0
E01619,PH0546,2022-09-20,Call,Hàng mới,0,0,1990000.0
E01620,PH0724,25/11/2025,Email,Khuyến mãi,0,1,0.0
E01621,PH0398,2021-05-08,Call,Thăm trình dược,1,0,0.0
E01622,PH0034,2024-09-13,Email,Khuyến mãi,1,1,371000.0
E01623,PH0159,2023-05-30,Call,Hàng mới,TRUE,0,923000.0
E01624,PH0030,2022-08-02,Email,,0,0,1858000.0
E01625,PH0167,2024-11-06,Zalo,Thăm trình dược,0,0,1181000.0
E01626,PH0166,23/12/2024,Email,Thăm trình dược,1,0,0.0
E01627,PH0677,2023-12-24,Email,Thăm trình dược,0,0,0.0
E01628,PH0086,04/05/2025,Sales rep,Nhắc đặt lại,0,0,0.0
E01629,PH0320,2025-06-06,Sales rep,Hàng mới,1,0,0.0
E01630,PH0566,2020-12-17,Zalo,Thăm trình dược,1,1,1135000.0
E01631,PH0642,2023-10-25,Zalo,Hàng mới,0,0,1063000.0
E01632,PH0762,2024-06-14,Email,Khuyến mãi,1,0,484000.0
E01633,PH0716,2025-08-08,Email,Hàng mới,Yes,0,1571000.0
E01634,PH0099,2023-12-29,Call,Nhắc đặt lại,0,0,1641000.0
E01635,PH0769,2025-01-26,Email,Hàng mới,0,1,811000.0
E01636,PH0465,03-10-2025,Sales rep,Nhắc đặt lại,1,1,0.0
E01637,PH0472,19/07/2025,Email,,0,0,1509000.0
E01638,PH0367,2025-01-14,Email,Khuyến mãi,1,0,1646000.0
E01639,PH0342,2023-09-04,Zalo,Thăm trình dược,1,0,1225000.0
E01640,PH0624,2022-06-05,Zalo,Khuyến mãi,0,0,0.0
E01641,PH0487,2025-07-20,Call,Hàng mới,0,1,70000.0
E01642,PH0017,2021-04-12,Call,Thăm trình dược,1,1,
E01643,PH0209,2025-06-01,Call,Nhắc đặt lại,0,0,0.0
E01644,PH0795,2025-02-11,Call,Nhắc đặt lại,0,1,
E01645,PH0504,2025-11-28,,Nhắc đặt lại,0,0,338000.0
E01646,PH0636,2025-01-30,Zalo,Khuyến mãi,0,0,1971000.0
E01647,PH0062,06-28-2023,Email,,1,0,0.0
E01648,PH0345,2024-12-08,,Nhắc đặt lại,1,0,1183000.0
E01649,PH0405,07-30-2024,Sales rep,Khuyến mãi,0,0,97000.0
E01650,PH0685,2024-09-20,Sales rep,Nhắc đặt lại,0,0,97000.0
E01651,PH0773,2024-08-21,Sales rep,Hàng mới,0,1,0.0
E01652,PH0038,2025-06-19,Zalo,Hàng mới,0,0,1754000.0
E01653,PH0392,2025-07-08,Sales rep,Thăm trình dược,0,0,0.0
E01654,PH0562,2023-03-13,Email,Nhắc đặt lại,1,0,970000.0
E01655,PH0069,2025-06-12,,Thăm trình dược,1,1,1610000.0
E01656,PH0500,2025-08-04,Zalo,,1,0,1263000.0
E01657,PH0542,18/09/2024,Zalo,Hàng mới,1,0,1301000.0
E01658,PH0334,2023-09-26,Call,Khuyến mãi,0,0,0.0
E01659,PH0621,2021-07-18,Zalo,Hàng mới,1,1,0.0
E01660,PH0357,11-30-2024,Sales rep,Thăm trình dược,0,0,689000.0
E01661,PH0404,2025-03-04,Call,Nhắc đặt lại,0,0,0.0
E01662,PH0306,26/12/2025,Email,Nhắc đặt lại,0,0,1778000.0
E01663,PH0698,2024-09-06,Call,Khuyến mãi,1,1,0.0
E01664,PH0800,2021-09-15,Sales rep,Khuyến mãi,0,0,1835000.0
E01665,PH0112,2025-08-10,Pigeon,Thăm trình dược,1,0,1226000.0
E01666,PH0541,05/05/2022,Call,Thăm trình dược,1,0,0.0
E01667,PH0760,2025-01-13,Zalo,Thăm trình dược,0,0,1121000.0
E01668,PH0412,2025-11-29,Zalo,Khuyến mãi,1,0,26000.0
E01669,PH0251,12-23-2023,Zalo,Thăm trình dược,1,1,0.0
E01670,PH0484,2022-05-15,Call,Nhắc đặt lại,1,1,809000.0
E01671,PH0797,2024-08-20,Email,Nhắc đặt lại,1,0,
E01672,PH0712,2025-01-03,Email,Nhắc đặt lại,0,0,0.0
E01673,PH0570,2023-05-20,Zalo,Hàng mới,0,0,0.0
E01674,PH0509,2024-07-12,Sales rep,Hàng mới,1,1,923000.0
E01675,PH0427,14/09/2022,Email,Khuyến mãi,0,0,1595000.0
E01676,PH0126,22/12/2025,Call,Nhắc đặt lại,0,0,1416000.0
E01677,PH0675,2025-06-13,Email,Khuyến mãi,1,0,0.0
E01678,PH0518,2025-06-09,Call,Nhắc đặt lại,1,1,281000.0
E01679,PH0178,2023-05-14,Sales rep,Khuyến mãi,0,0,0.0
E01680,PH0461,2025-06-12,Zalo,Khuyến mãi,1,0,0.0
E01681,PH0281,2024-09-14,Email,Thăm trình dược,1,1,0.0
E01682,PH0459,2024-12-31,Zalo,Hàng mới,0,0,1665000.0
E01683,PH0665,2022-02-24,Call,Nhắc đặt lại,1,0,0.0
E01684,PH0371,2025-09-15,Call,Hàng mới,0,0,
E01685,PH0139,05/02/2020,Call,Khuyến mãi,1,0,484000.0
E01686,PH0025,2021-11-02,Sales rep,Thăm trình dược,0,0,0.0
E01687,PH0161,2025-06-09,Call,Thăm trình dược,0,0,0.0
E01688,PH0460,2025-09-12,Sales rep,Thăm trình dược,1,0,1602000.0
E01689,PH0543,2025-06-28,Call,Nhắc đặt lại,0,0,0.0
E01690,PH0247,2024-02-12,Email,Nhắc đặt lại,0,0,265000.0
E01691,PH0136,2024-06-10,,Thăm trình dược,1,0,1528000.0
E01692,PH0593,13/01/2024,Zalo,Nhắc đặt lại,0,0,1893000.0
E01693,PH0032,04-26-2023,Call,Khuyến mãi,0,0,0.0
E01694,PH0695,2024-08-27,Call,Hàng mới,1,0,0.0
E01695,PH0088,2021-05-25,Email,Thăm trình dược,1,1,1865000.0
E01696,PH0134,24/08/2025,Email,Thăm trình dược,1,1,1309000.0
E01697,PH0033,2024-07-09,Call,,1,1,0.0
E01698,PH0078,2025-09-24,Call,Nhắc đặt lại,0,0,0.0
E01699,PH0070,2021-10-17,Sales rep,Nhắc đặt lại,1,1,0.0
E01700,PH0699,2022-07-26,Zalo,Hàng mới,0,0,1845000.0
E01701,PH0551,2025-06-05,Email,Nhắc đặt lại,1,0,1845000.0
E01702,PH0188,2025-05-15,Email,Khuyến mãi,1,0,0.0
E01703,PH0329,2025-06-03,Email,Nhắc đặt lại,1,1,
E01704,PH0414,2023-12-31,Call,Khuyến mãi,1,1,0.0
E01705,PH0662,03-31-2025,Call,Hàng mới,0,0,282000.0
E01706,PH0728,2025-09-08,Pigeon,Hàng mới,0,0,1476000.0
E01707,PH0374,2024-11-20,Email,Thăm trình dược,1,0,896000.0
E01708,PH0678,2024-03-01,Zalo,Thăm trình dược,0,0,0.0
E01709,PH0399,2024-08-20,Zalo,Nhắc đặt lại,0,0,0.0
E01710,PH0059,2024-11-30,Call,Thăm trình dược,0,1,1658000.0
E01711,PH0220,23/12/2023,Call,Khuyến mãi,0,0,1820000.0
E01712,PH0222,2023-05-02,Email,Thăm trình dược,1,0,0.0
E01713,PH0473,2024-02-09,Zalo,Hàng mới,Yes,0,197000.0
E01714,PH0739,2023-10-24,Pigeon,Nhắc đặt lại,0,0,0.0
E01715,PH0643,2025-03-12,Email,Hàng mới,0,0,0.0
E01716,PH0486,2022-10-18,Zalo,Khuyến mãi,1,1,1646000.0
E01717,PH0712,2025-03-08,Zalo,Khuyến mãi,1,0,
E01718,PH0282,2024-08-19,Call,Khuyến mãi,1,1,80000.0
E01719,PH0534,31/07/2023,Email,Thăm trình dược,1,1,1019000.0
E01720,PH0754,2021-01-23,Call,Khuyến mãi,0,0,0.0
E01721,PH0788,2025-05-25,Zalo,Thăm trình dược,0,0,550000.0
E01722,PH0530,2025-12-20,Email,,1,1,0.0
E01723,PH0594,2024-08-21,,Khuyến mãi,0,1,0.0
E01724,PH0045,2025-03-08,Zalo,Hàng mới,0,0,
E01725,PH0743,2024-02-06,Call,Nhắc đặt lại,0,0,0.0
E01726,PH0764,2025-10-04,Sales rep,Thăm trình dược,1,0,0.0
E01727,PH0662,2025-09-29,Sales rep,,0,0,1079000.0
E01728,PH0748,2025-06-06,Zalo,Nhắc đặt lại,1,1,1491000.0
E01729,PH0561,2025-04-20,Zalo,Nhắc đặt lại,1,1,1257000.0
E01730,PH0003,2023-04-12,Zalo,Thăm trình dược,0,0,136000.0
E01731,PH0698,2023-02-09,Call,Nhắc đặt lại,0,0,1160000.0
E01732,PH0365,10-26-2024,Sales rep,Nhắc đặt lại,1,1,220000.0
E01733,PH0105,2025-11-05,Sales rep,Thăm trình dược,1,0,525000.0
E01734,PH0763,28/08/2023,Email,Hàng mới,1,0,779000.0
E01735,PH0617,2024-09-01,Call,Khuyến mãi,0,0,0.0
E01736,PH0600,2020-07-06,Sales rep,Thăm trình dược,0,0,0.0
E01737,PH0737,2025-08-13,Zalo,Hàng mới,1,1,757000.0
E01738,PH0615,2025-12-12,Email,Khuyến mãi,1,1,1815000.0
E01739,PH0472,2024-11-08,Sales rep,Khuyến mãi,1,0,298000.0
E01740,PH0521,2023-04-12,Call,Nhắc đặt lại,0,0,0.0
E01741,PH0205,2025-01-21,Sales rep,Hàng mới,0,0,1042000.0
E01742,PH0195,2024-02-25,Sales rep,Hàng mới,0,0,641000.0
E01743,PH0235,04/05/2025,Sales rep,Hàng mới,0,0,0.0
E01744,PH0649,2024-04-16,Call,Hàng mới,0,0,183000.0
E01745,PH0706,2022-12-02,Email,Nhắc đặt lại,0,0,626000.0
E01746,PH0164,2023-08-31,Call,Hàng mới,1,0,0.0
E01747,PH0201,08-30-2024,Call,Thăm trình dược,1,0,0.0
E01748,PH0403,13/07/2025,Zalo,Khuyến mãi,0,0,0.0
E01749,PH0543,2025-10-21,Email,Hàng mới,0,0,205000.0
E01750,PH0568,2023-12-23,Sales rep,Nhắc đặt lại,1,0,0.0
E01751,PH0017,25/07/2021,Call,Thăm trình dược,1,0,
E01752,PH0773,2023-08-17,Zalo,Khuyến mãi,0,0,834000.0
E01753,PH0372,2025-12-23,Email,Thăm trình dược,TRUE,0,1893000.0
E01754,PH0470,10-25-2023,Email,Khuyến mãi,0,0,1221000.0
E01755,PH0414,2022-03-19,Sales rep,Nhắc đặt lại,1,0,1754000.0
E01756,PH0626,2024-03-09,Call,Thăm trình dược,0,0,0.0
E01757,PH0267,07-04-2025,Sales rep,,1,1,0.0
E01758,PH0161,2025-12-28,Email,Nhắc đặt lại,0,0,0.0
E01759,PH0049,09-06-2025,Call,Hàng mới,1,0,0.0
E01760,PH0557,2023-06-30,Email,Khuyến mãi,1,0,0.0
E01761,PH0171,2023-06-23,Zalo,Thăm trình dược,1,1,0.0
E01762,PH0507,2025-11-28,Sales rep,Nhắc đặt lại,1,0,0.0
E01763,PH0100,2021-04-16,Zalo,Hàng mới,0,0,0.0
E01764,PH0056,2024-09-26,Zalo,Khuyến mãi,1,0,0.0
E01765,PH0626,2025-10-06,Call,Thăm trình dược,0,0,1669000.0
E01766,PH0466,14/05/2024,Email,Thăm trình dược,1,1,1034000.0
E01767,PH0035,01-28-2024,Sales rep,Khuyến mãi,0,0,0.0
E01768,PH0324,2022-09-24,Sales rep,Hàng mới,0,0,0.0
E01769,PH0545,2023-07-17,,Khuyến mãi,0,0,0.0
E01770,PH0598,2025-06-08,,Thăm trình dược,1,0,1632000.0
E01771,PH0267,28/12/2025,Pigeon,Thăm trình dược,1,1,0.0
E01772,PH0333,2025-06-23,Zalo,Nhắc đặt lại,0,0,204000.0
E01773,PH0418,2025-11-29,Email,Khuyến mãi,0,0,947000.0
E01774,PH0434,2022-05-12,Sales rep,,1,0,1745000.0
E01775,PH0095,2025-07-26,Sales rep,Hàng mới,1,0,268000.0
E01776,PH0228,2025-09-11,Zalo,Thăm trình dược,1,0,0.0
E01777,PH0201,2024-09-05,Sales rep,,1,0,1583000.0
E01778,PH0033,10-20-2023,Sales rep,Khuyến mãi,1,0,1889000.0
E01779,PH0630,2024-03-22,Sales rep,Khuyến mãi,0,0,
E01780,PH0278,2024-09-30,Call,Hàng mới,0,0,957000.0
E01781,PH0091,04/06/2024,Sales rep,Nhắc đặt lại,1,0,0.0
E01782,PH0376,2025-02-07,Zalo,Thăm trình dược,1,1,0.0
E01783,PH0506,11/06/2024,Sales rep,Thăm trình dược,1,0,1421000.0
E01784,PH0493,2020-02-23,Email,Thăm trình dược,0,0,0.0
E01785,PH0619,2020-01-20,Zalo,,0,0,0.0
E01786,PH0517,16/08/2025,Call,Thăm trình dược,0,0,
E01787,PH0304,05-05-2024,Sales rep,Nhắc đặt lại,0,0,0.0
E01788,PH0345,2024-07-05,Call,Thăm trình dược,1,0,0.0
E01789,PH0580,2024-12-13,Sales rep,Nhắc đặt lại,1,1,1302000.0
E01790,PH0157,2023-10-21,,Khuyến mãi,0,0,0.0
E01791,PH0006,2025-05-19,Call,Thăm trình dược,1,0,0.0
E01792,PH0411,2022-01-02,Sales rep,Khuyến mãi,0,0,1270000.0
E01793,PH0790,2024-11-14,Call,Nhắc đặt lại,1,0,735000.0
E01794,PH0475,2025-04-21,Email,,1,0,1588000.0
E01795,PH0126,15/05/2025,Call,Hàng mới,0,0,0.0
E01796,PH0265,07-13-2021,Zalo,Thăm trình dược,0,0,549000.0
E01797,PH0356,2024-03-07,Sales rep,Thăm trình dược,0,0,1193000.0
E01798,PH0586,03-28-2022,Call,Thăm trình dược,1,1,0.0
E01799,PH0648,2022-09-14,,Thăm trình dược,1,1,0.0
E01800,PH0037,2024-08-16,Email,Hàng mới,1,1,938000.0
